CAMPAIGN_ID,CAMPAIGN_NAME,START_DATE,END_DATE,BUDGET,CHANNEL,STATUS,TARGET_AUDIENCE,CREATED_AT
316,Seasonal Promotion 231,2024-08-19,2024-09-10,98501.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
317,Seasonal Promotion 232,2024-08-20,2024-09-12,60770.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
318,Seasonal Promotion 233,2024-08-21,2024-09-14,99804.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
319,Seasonal Promotion 234,2024-08-22,2024-09-16,68946.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
320,Seasonal Promotion 235,2024-08-23,2024-09-18,36273.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
321,Seasonal Promotion 236,2024-08-24,2024-09-20,29213.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
322,Seasonal Promotion 237,2024-08-25,2024-09-22,41583.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
323,Seasonal Promotion 238,2024-08-26,2024-09-24,55062.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
324,Seasonal Promotion 239,2024-08-27,2024-09-26,47552.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
325,Seasonal Promotion 240,2024-08-28,2024-08-29,52004.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
326,Seasonal Promotion 241,2024-08-29,2024-08-31,42597.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
327,Seasonal Promotion 242,2024-08-30,2024-09-02,18933.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
328,Seasonal Promotion 243,2024-08-31,2024-09-04,15291.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
329,Seasonal Promotion 244,2024-09-01,2024-09-06,98208.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
330,Seasonal Promotion 245,2024-09-02,2024-09-08,89414.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
331,Seasonal Promotion 246,2024-09-03,2024-09-10,16066.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
332,Seasonal Promotion 247,2024-09-04,2024-09-12,59469.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
333,Seasonal Promotion 248,2024-09-05,2024-09-14,35566.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
334,Seasonal Promotion 249,2024-09-06,2024-09-16,56576.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
335,Seasonal Promotion 250,2024-09-07,2024-09-18,21539.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
336,Seasonal Promotion 251,2024-09-08,2024-09-20,81628.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
337,Seasonal Promotion 252,2024-09-09,2024-09-22,88381.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
338,Seasonal Promotion 253,2024-09-10,2024-09-24,38087.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
339,Seasonal Promotion 254,2024-09-11,2024-09-26,10415.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
340,Seasonal Promotion 255,2024-09-12,2024-09-28,67238.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
341,Seasonal Promotion 256,2024-09-13,2024-09-30,39047.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
342,Seasonal Promotion 257,2024-09-14,2024-10-02,47461.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
343,Seasonal Promotion 258,2024-09-15,2024-10-04,87296.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
344,Seasonal Promotion 259,2024-09-16,2024-10-06,54332.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
345,Seasonal Promotion 260,2024-09-17,2024-10-08,28972.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
346,Seasonal Promotion 261,2024-09-18,2024-10-10,63731.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
347,Seasonal Promotion 262,2024-09-19,2024-10-12,23081.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
348,Seasonal Promotion 263,2024-09-20,2024-10-14,82141.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
349,Seasonal Promotion 264,2024-09-21,2024-10-16,74153.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
350,Seasonal Promotion 265,2024-09-22,2024-10-18,49254.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
351,Seasonal Promotion 266,2024-09-23,2024-10-20,47887.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
352,Seasonal Promotion 267,2024-09-24,2024-10-22,11945.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
353,Seasonal Promotion 268,2024-09-25,2024-10-24,76118.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
354,Seasonal Promotion 269,2024-09-26,2024-10-26,52478.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
355,Seasonal Promotion 270,2024-09-27,2024-09-28,20547.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
356,Seasonal Promotion 271,2024-09-28,2024-09-30,76754.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
357,Seasonal Promotion 272,2024-09-29,2024-10-02,10275.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
358,Seasonal Promotion 273,2024-09-30,2024-10-04,85858.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
359,Seasonal Promotion 274,2024-10-01,2024-10-06,39829.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
360,Seasonal Promotion 275,2024-10-02,2024-10-08,34041.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
361,Seasonal Promotion 276,2024-10-03,2024-10-10,81955.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
362,Seasonal Promotion 277,2024-10-04,2024-10-12,97158.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
363,Seasonal Promotion 278,2024-10-05,2024-10-14,71433.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
364,Seasonal Promotion 279,2024-10-06,2024-10-16,42520.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
365,Seasonal Promotion 280,2024-10-07,2024-10-18,77004.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
366,Seasonal Promotion 281,2024-10-08,2024-10-20,84021.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
367,Seasonal Promotion 282,2024-10-09,2024-10-22,78155.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
368,Seasonal Promotion 283,2024-10-10,2024-10-24,50345.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
369,Seasonal Promotion 284,2024-10-11,2024-10-26,23384.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
370,Seasonal Promotion 285,2024-10-12,2024-10-28,64887.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
371,Seasonal Promotion 286,2024-10-13,2024-10-30,73947.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
372,Seasonal Promotion 287,2024-10-14,2024-11-01,84951.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
373,Seasonal Promotion 288,2024-10-15,2024-11-03,22679.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
374,Seasonal Promotion 289,2024-10-16,2024-11-05,87019.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
375,Seasonal Promotion 290,2024-10-17,2024-11-07,89284.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
376,Seasonal Promotion 291,2024-10-18,2024-11-09,18119.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
377,Seasonal Promotion 292,2024-10-19,2024-11-11,39970.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
378,Seasonal Promotion 293,2024-10-20,2024-11-13,37111.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
379,Seasonal Promotion 294,2024-10-21,2024-11-15,14273.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
380,Seasonal Promotion 295,2024-10-22,2024-11-17,89574.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
381,Seasonal Promotion 296,2024-10-23,2024-11-19,39901.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
382,Seasonal Promotion 297,2024-10-24,2024-11-21,36094.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
383,Seasonal Promotion 298,2024-10-25,2024-11-23,10003.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
384,Seasonal Promotion 299,2024-10-26,2024-11-25,59483.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
385,Seasonal Promotion 300,2024-10-27,2024-10-28,72531.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
386,Seasonal Promotion 301,2024-10-28,2024-10-30,31675.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
387,Seasonal Promotion 302,2024-10-29,2024-11-01,63723.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
388,Seasonal Promotion 303,2024-10-30,2024-11-03,52742.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
389,Seasonal Promotion 304,2024-10-31,2024-11-05,75573.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
390,Seasonal Promotion 305,2024-11-01,2024-11-07,84498.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
391,Seasonal Promotion 306,2024-11-02,2024-11-09,24426.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
392,Seasonal Promotion 307,2024-11-03,2024-11-11,61436.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
393,Seasonal Promotion 308,2024-11-04,2024-11-13,87466.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
394,Seasonal Promotion 309,2024-11-05,2024-11-15,58596.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
395,Seasonal Promotion 310,2024-11-06,2024-11-17,51067.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
396,Seasonal Promotion 311,2024-11-07,2024-11-19,58440.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
397,Seasonal Promotion 312,2024-11-08,2024-11-21,99747.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
398,Seasonal Promotion 313,2024-11-09,2024-11-23,14415.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
399,Seasonal Promotion 314,2024-11-10,2024-11-25,90861.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
400,Seasonal Promotion 315,2024-11-11,2024-11-27,18442.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
401,Seasonal Promotion 316,2024-11-12,2024-11-29,14837.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
402,Seasonal Promotion 317,2024-11-13,2024-12-01,80633.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
403,Seasonal Promotion 318,2024-11-14,2024-12-03,72040.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
404,Seasonal Promotion 319,2024-11-15,2024-12-05,38948.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
405,Seasonal Promotion 320,2024-11-16,2024-12-07,57449.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
406,Seasonal Promotion 321,2024-11-17,2024-12-09,31325.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
407,Seasonal Promotion 322,2024-11-18,2024-12-11,10098.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
408,Seasonal Promotion 323,2024-11-19,2024-12-13,10586.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
409,Seasonal Promotion 324,2024-11-20,2024-12-15,93149.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
410,Seasonal Promotion 325,2024-11-21,2024-12-17,29824.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
411,Seasonal Promotion 326,2024-11-22,2024-12-19,51269.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
412,Seasonal Promotion 327,2024-11-23,2024-12-21,69540.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
413,Seasonal Promotion 328,2024-11-24,2024-12-23,12556.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
414,Seasonal Promotion 329,2024-11-25,2024-12-25,73920.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
415,Seasonal Promotion 330,2024-11-26,2024-11-27,70173.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
416,Seasonal Promotion 331,2024-11-27,2024-11-29,27077.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
417,Seasonal Promotion 332,2024-11-28,2024-12-01,82106.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
418,Seasonal Promotion 333,2024-11-29,2024-12-03,58426.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
419,Seasonal Promotion 334,2024-11-30,2024-12-05,78143.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
420,Seasonal Promotion 335,2024-12-01,2024-12-07,18388.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
421,Seasonal Promotion 336,2024-12-02,2024-12-09,71285.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
422,Seasonal Promotion 337,2024-12-03,2024-12-11,18364.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
423,Seasonal Promotion 338,2024-12-04,2024-12-13,74662.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
424,Seasonal Promotion 339,2024-12-05,2024-12-15,14525.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
425,Seasonal Promotion 340,2024-12-06,2024-12-17,21218.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
426,Seasonal Promotion 341,2024-12-07,2024-12-19,97125.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
427,Seasonal Promotion 342,2024-12-08,2024-12-21,95440.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
428,Seasonal Promotion 343,2024-12-09,2024-12-23,13886.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
429,Seasonal Promotion 344,2024-12-10,2024-12-25,65255.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
430,Seasonal Promotion 345,2024-12-11,2024-12-27,40838.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
431,Seasonal Promotion 346,2024-12-12,2024-12-29,55266.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
432,Seasonal Promotion 347,2024-12-13,2024-12-31,94031.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
433,Seasonal Promotion 348,2024-12-14,2025-01-02,27179.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
434,Seasonal Promotion 349,2024-12-15,2025-01-04,83746.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
435,Seasonal Promotion 350,2024-12-16,2025-01-06,32590.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
436,Seasonal Promotion 351,2024-12-17,2025-01-08,46873.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
437,Seasonal Promotion 352,2024-12-18,2025-01-10,81118.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
438,Seasonal Promotion 353,2024-12-19,2025-01-12,17922.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
439,Seasonal Promotion 354,2024-12-20,2025-01-14,74371.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
440,Seasonal Promotion 355,2024-12-21,2025-01-16,54757.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
441,Seasonal Promotion 356,2024-12-22,2025-01-18,30145.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
442,Seasonal Promotion 357,2024-12-23,2025-01-20,61681.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
443,Seasonal Promotion 358,2024-12-24,2025-01-22,99195.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
444,Seasonal Promotion 359,2024-12-25,2025-01-24,10386.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
445,Seasonal Promotion 360,2024-12-26,2024-12-27,93310.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
446,Seasonal Promotion 361,2024-12-27,2024-12-29,88886.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
447,Seasonal Promotion 362,2024-12-28,2024-12-31,95056.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
448,Seasonal Promotion 363,2024-12-29,2025-01-02,56036.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
449,Seasonal Promotion 364,2024-12-30,2025-01-04,55883.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
450,Seasonal Promotion 365,2024-01-01,2024-01-07,53326.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
451,Seasonal Promotion 366,2024-01-02,2024-01-09,95585.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
452,Seasonal Promotion 367,2024-01-03,2024-01-11,53701.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
453,Seasonal Promotion 368,2024-01-04,2024-01-13,60774.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
454,Seasonal Promotion 369,2024-01-05,2024-01-15,57109.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
455,Seasonal Promotion 370,2024-01-06,2024-01-17,71182.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
456,Seasonal Promotion 371,2024-01-07,2024-01-19,13290.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
457,Seasonal Promotion 372,2024-01-08,2024-01-21,60251.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
458,Seasonal Promotion 373,2024-01-09,2024-01-23,26997.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
459,Seasonal Promotion 374,2024-01-10,2024-01-25,83613.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
460,Seasonal Promotion 375,2024-01-11,2024-01-27,71828.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
461,Seasonal Promotion 376,2024-01-12,2024-01-29,64448.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
462,Seasonal Promotion 377,2024-01-13,2024-01-31,70995.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
463,Seasonal Promotion 378,2024-01-14,2024-02-02,28225.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
464,Seasonal Promotion 379,2024-01-15,2024-02-04,42984.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
465,Seasonal Promotion 380,2024-01-16,2024-02-06,65420.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
466,Seasonal Promotion 381,2024-01-17,2024-02-08,90154.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
467,Seasonal Promotion 382,2024-01-18,2024-02-10,80726.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
468,Seasonal Promotion 383,2024-01-19,2024-02-12,41534.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
469,Seasonal Promotion 384,2024-01-20,2024-02-14,70510.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
470,Seasonal Promotion 385,2024-01-21,2024-02-16,95114.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
471,Seasonal Promotion 386,2024-01-22,2024-02-18,15016.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
472,Seasonal Promotion 387,2024-01-23,2024-02-20,23865.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
473,Seasonal Promotion 388,2024-01-24,2024-02-22,15345.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
474,Seasonal Promotion 389,2024-01-25,2024-02-24,89009.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
475,Seasonal Promotion 390,2024-01-26,2024-01-27,11539.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
476,Seasonal Promotion 391,2024-01-27,2024-01-29,43611.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
477,Seasonal Promotion 392,2024-01-28,2024-01-31,24996.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
478,Seasonal Promotion 393,2024-01-29,2024-02-02,50780.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
479,Seasonal Promotion 394,2024-01-30,2024-02-04,81866.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
480,Seasonal Promotion 395,2024-01-31,2024-02-06,27661.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
481,Seasonal Promotion 396,2024-02-01,2024-02-08,31720.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
482,Seasonal Promotion 397,2024-02-02,2024-02-10,67539.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
483,Seasonal Promotion 398,2024-02-03,2024-02-12,55508.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
484,Seasonal Promotion 399,2024-02-04,2024-02-14,73624.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
485,Seasonal Promotion 400,2024-02-05,2024-02-16,70730.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
486,Seasonal Promotion 401,2024-02-06,2024-02-18,78238.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
487,Seasonal Promotion 402,2024-02-07,2024-02-20,96610.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
488,Seasonal Promotion 403,2024-02-08,2024-02-22,93962.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
489,Seasonal Promotion 404,2024-02-09,2024-02-24,83611.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
490,Seasonal Promotion 405,2024-02-10,2024-02-26,82590.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
491,Seasonal Promotion 406,2024-02-11,2024-02-28,39958.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
492,Seasonal Promotion 407,2024-02-12,2024-03-01,76396.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
493,Seasonal Promotion 408,2024-02-13,2024-03-03,11116.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
494,Seasonal Promotion 409,2024-02-14,2024-03-05,30789.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
495,Seasonal Promotion 410,2024-02-15,2024-03-07,24352.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
496,Seasonal Promotion 411,2024-02-16,2024-03-09,68309.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
497,Seasonal Promotion 412,2024-02-17,2024-03-11,48128.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
498,Seasonal Promotion 413,2024-02-18,2024-03-13,30456.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
499,Seasonal Promotion 414,2024-02-19,2024-03-15,40826.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
500,Seasonal Promotion 415,2024-02-20,2024-03-17,90246.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
501,Seasonal Promotion 416,2024-02-21,2024-03-19,67785.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
502,Seasonal Promotion 417,2024-02-22,2024-03-21,92577.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
503,Seasonal Promotion 418,2024-02-23,2024-03-23,46413.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
504,Seasonal Promotion 419,2024-02-24,2024-03-25,22339.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
505,Seasonal Promotion 420,2024-02-25,2024-02-26,55714.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
506,Seasonal Promotion 421,2024-02-26,2024-02-28,73004.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
507,Seasonal Promotion 422,2024-02-27,2024-03-01,42727.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
508,Seasonal Promotion 423,2024-02-28,2024-03-03,92209.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
509,Seasonal Promotion 424,2024-02-29,2024-03-05,33722.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
510,Seasonal Promotion 425,2024-03-01,2024-03-07,33795.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
511,Seasonal Promotion 426,2024-03-02,2024-03-09,58319.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
512,Seasonal Promotion 427,2024-03-03,2024-03-11,50399.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
513,Seasonal Promotion 428,2024-03-04,2024-03-13,62128.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
514,Seasonal Promotion 429,2024-03-05,2024-03-15,39743.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
515,Seasonal Promotion 430,2024-03-06,2024-03-17,38523.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
516,Seasonal Promotion 431,2024-03-07,2024-03-19,77602.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
517,Seasonal Promotion 432,2024-03-08,2024-03-21,27194.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
518,Seasonal Promotion 433,2024-03-09,2024-03-23,64677.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
519,Seasonal Promotion 434,2024-03-10,2024-03-25,19628.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
520,Seasonal Promotion 435,2024-03-11,2024-03-27,63141.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
521,Seasonal Promotion 436,2024-03-12,2024-03-29,16384.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
522,Seasonal Promotion 437,2024-03-13,2024-03-31,72695.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
523,Seasonal Promotion 438,2024-03-14,2024-04-02,26243.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
524,Seasonal Promotion 439,2024-03-15,2024-04-04,42423.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
525,Seasonal Promotion 440,2024-03-16,2024-04-06,86363.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
526,Seasonal Promotion 441,2024-03-17,2024-04-08,83713.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
527,Seasonal Promotion 442,2024-03-18,2024-04-10,17266.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
528,Seasonal Promotion 443,2024-03-19,2024-04-12,20022.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
529,Seasonal Promotion 444,2024-03-20,2024-04-14,75939.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
530,Seasonal Promotion 445,2024-03-21,2024-04-16,77640.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
531,Seasonal Promotion 446,2024-03-22,2024-04-18,27396.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
532,Seasonal Promotion 447,2024-03-23,2024-04-20,45917.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
533,Seasonal Promotion 448,2024-03-24,2024-04-22,84629.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
534,Seasonal Promotion 449,2024-03-25,2024-04-24,58754.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
535,Seasonal Promotion 450,2024-03-26,2024-03-27,47957.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
536,Seasonal Promotion 451,2024-03-27,2024-03-29,67754.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
537,Seasonal Promotion 452,2024-03-28,2024-03-31,70450.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
538,Seasonal Promotion 453,2024-03-29,2024-04-02,72527.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
539,Seasonal Promotion 454,2024-03-30,2024-04-04,29154.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
540,Seasonal Promotion 455,2024-03-31,2024-04-06,60222.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
541,Seasonal Promotion 456,2024-04-01,2024-04-08,48022.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
542,Seasonal Promotion 457,2024-04-02,2024-04-10,80482.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
543,Seasonal Promotion 458,2024-04-03,2024-04-12,90803.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
544,Seasonal Promotion 459,2024-04-04,2024-04-14,46819.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
545,Seasonal Promotion 460,2024-04-05,2024-04-16,71037.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
546,Seasonal Promotion 461,2024-04-06,2024-04-18,31687.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
547,Seasonal Promotion 462,2024-04-07,2024-04-20,75897.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
